Citation,x,y,cluster,keywords,Index,Full Name,ACM Fellow Profile,DBLP profile,Google Scholar Profile,image_url
in recognition of their seminal paper which established the foundations for their field of computation theory.,1.5106437,9.146173,2,"combinatorial, computational, theory, complexity, algorithms",1411,Richard E Stearns,https://awards.acm.org/award-recipients/stearns_1081900,https://dblp.org/pid/s/RichardEdwinStearns,,
"for his very long and effective participation on computing community boards, on committees, in seminar and international activities, and also for his contributions to the interests and needs of systems analysts, programmers, and managers in the business data sector of computing.",-0.5058595,9.227265,4,"service, science, computing, acm, computer",1412,Richard G Canning,https://awards.acm.org/award-recipients/canning_1002781,https://dblp.org/pid/75/3239,,
for extensive guidance of acm's influence on computer and information systems curricula at many levels.,-0.49586204,9.526664,4,"service, science, computing, acm, computer",1413,Richard H Austing,https://awards.acm.org/award-recipients/austing_1043397,https://dblp.org/pid/79/1661,,
"for his continuing contributions to the theory of algorithms including the development of efficient algorithms for network flow and other combinatorial optimization problems, the identification of polynomial -time computability with the intuitive notion",2.6892834,9.025499,2,"combinatorial, computational, theory, complexity, algorithms",1414,Richard Karp,https://awards.acm.org/award-recipients/karp_3256708,https://dblp.org/pid/68/2754,https://scholar.google.com/citations?user=bYp8FsAAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=bYp8FsAAAAAJ
"for his work on numerical methods, automatic coding systems, and error- detecting and error-correcting codes.",2.4355109,9.316376,2,"combinatorial, computational, theory, complexity, algorithms",1415,Richard W Hamming,https://awards.acm.org/award-recipients/hamming_1000652,https://dblp.org/pid/h/RWHamming,,
for fundamental achievements in the design and analysis of algorithms and data structures.,2.424867,8.525677,2,"combinatorial, computational, theory, complexity, algorithms",1416,Robert E Tarjan,https://awards.acm.org/award-recipients/tarjan_1092048,https://dblp.org/pid/t/RobertEndreTarjan,,
"for the invention of visicalc, a new metaphor for data manipulation that galvanized personal computing industry.",0.32113594,7.7642407,7,"cooperative, computing, computer, interaction, human",1417,Robert M Frankston,https://awards.acm.org/award-recipients/frankston_1237718,,,
for conceiving and guiding the development of the xerox alto system demonstrating that a distributed personal computer system can provide a desirable and practical alternative to time-sharing.,0.16383836,6.9673595,4,"service, science, computing, acm, computer",1418,Robert W Taylor,https://awards.acm.org/award-recipients/taylor_1076264,https://dblp.org/pid/31/1172,,
"for having a clear influence on methodologies for the creation of efficient and reliable software, and for helping to found the following important subfields of computer science: the theory of parsing, the semantics of programming languages, automatic program verification, automatic program synthesis, and analysis of algorithms.",-1.8659412,6.9893727,3,"systems, verification, languages, software, programming",1419,Robert W. Floyd,https://awards.acm.org/award-recipients/floyd_3720707,https://dblp.org/pid/f/RobertFFloyd,,
for contributions to the field of cryptography.,2.0437343,10.074284,0,"cryptographic, systems, cryptography, privacy, security",1421,Ronald L Rivest,https://awards.acm.org/award-recipients/rivest_1403005,https://dblp.org/pid/r/RonaldLRivest,https://scholar.google.com/citations?user=6qE0tdAAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=6qE0tdAAAAAJ
"for their pioneering work in programming environments that integrated source-language debuggers, fully compatible integrated interpreter/compiler, automatic change management, structure-based editing, logging facilities, interactive graphics, and analysi",-1.206009,7.712302,3,"systems, verification, languages, software, programming",1422,Ronald M Kaplan,https://awards.acm.org/award-recipients/kaplan_1244318,https://dblp.org/pid/61/5768,,
"for diligent and effective administration of acm's conferences, meetings, and symposia responsibilities.",-0.41074574,9.7641325,4,"service, science, computing, acm, computer",1423,Seymour J Wolfson,https://awards.acm.org/award-recipients/wolfson_1111640,https://dblp.org/pid/299/4257,,
for pioneering contributions to associative network and relational database systems and sustained leadership role and management of innovative research and development for computer applications in the automotive industry.,1.6100662,6.270579,5,"query, systems, data, management, database",1425,Stephen Dunwell,https://awards.acm.org/award-recipients/dunwell_5032361,https://dblp.org/pid/87/6954,,
for contributions to the theory and practice of computer performance modeling.,0.6612879,6.1010404,9,"memory, systems, distributed, parallel, computing",1426,Stephen S Lavenberg,https://awards.acm.org/award-recipients/lavenberg_1174150,https://dblp.org/pid/65/3371,,
"for co-authoring of 'an axiomatic proof technique for parallel programs i', the best paper in the area of programming systems and languages.",-0.07563395,7.520762,3,"systems, verification, languages, software, programming",1428,Susan S Owicki,https://awards.acm.org/award-recipients/owicki_1219047,https://dblp.org/pid/06/3161,https://scholar.google.com/citations?user=xWp3mKYAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=xWp3mKYAAAAJ
"for helping shape the management structure and headquarters operations of acm to better serve the computing profession, for initiating innovative programs to attract members and improve acm's ability to respond to member needs, and for making these programs work.",-0.52492195,9.733109,4,"service, science, computing, acm, computer",1429,Thomas A D'Auria,https://awards.acm.org/award-recipients/dauria_1042845,https://dblp.org/pid/49/1062,,
"steel has provided significant service to many organizations in the computer field, particularly acm, ansi, ifip, and share.",-0.52487904,9.733178,4,"service, science, computing, acm, computer",1430,Thomas B Steel,https://awards.acm.org/award-recipients/steel_1486257,https://dblp.org/pid/83/2995,,
for recognizing the need for a new form of publication for video graphics;  for originating the acm video review;  for doing the day-to-day work of preparing and distributing it over a period of years;  for the impact on teaching of computer graphics and on the dissemination of the best work in that field.,0.17855985,9.26291,4,"service, science, computing, acm, computer",1431,Thomas DeFanti,https://awards.acm.org/award-recipients/defanti_1354265,https://dblp.org/pid/d/ThomasADeFanti,,
"invented, along with john g. kemeny, the basic computer programming language, and contributed to its growth and standardization.",-0.64586514,7.968447,4,"service, science, computing, acm, computer",1432,Thomas E Kurtz,https://awards.acm.org/award-recipients/kurtz_1404417,https://dblp.org/pid/62/7755,,
"for their vision and leadership in the design, implementation, evolution, and dissemination of the tcp/ip computer communication protocol suite.",1.7321653,3.1150253,8,"protocols, internet, systems, networks, wireless",1435,Vinton Cerf,https://awards.acm.org/award-recipients/cerf_1083211,https://dblp.org/pid/c/VintonGCerf,,
"for dedicated, tireless and unflagging leadership in service to acm, its sister societies, afips and ifip, and for seeking to foster closer intellectual, political and social ties between all the members of the information processing profession.",-0.5122972,9.767299,4,"service, science, computing, acm, computer",1436,Walter Carlson,https://awards.acm.org/award-recipients/carlson_1362268,https://dblp.org/pid/75/5922,https://scholar.google.com/citations?user=IEcmA5wAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=IEcmA5wAAAAJ
