Citation,x,y,cluster,keywords,Index,Full Name
"for co-authoring of 'the recovery manager of the system r database manager', the best paper in the area of programming systems and languages.",2.611401,-4.5409904,8,"systems, management, query, data, database",1355,Michael W Blasgen
"for their pioneering work in programming environments that integrated source-language debuggers, fully compatible integrated interpreter/compiler, automatic change management, structure-based editing, logging facilities, interactive graphics, and analysis",-1.4153179,-5.711124,9,"systems, verification, languages, programming, software",1356,Richard R. Burton
"for outstanding contributions to acm publications, having served on the editorial board of the journal of the acm from 1969 through 1985; four of these years as editor-in-chief.",0.75363564,0.63117445,4,"service, science, computing, acm, computer",1357,Ed Coffman
"for his fundamental and continuing contributions to the theory and practice of database management systems. he originated the relational approach to database management in a series of research papers published commencing in 1970. his paper 'a relational model of data for large shared data banks' was a seminal paper, in a continuing and carefully developed series of papers. dr. codd built upon this space and in so doing has provided the impetus for widespread research into numerous related areas, including database languages, query subsystems, database semantics, locking and recovery, and inferential subsystems.",3.220629,-3.9371228,8,"systems, management, query, data, database",1358,Edgar F Codd
"edsger dijkstra was a principal contributor in the late 1950's to the development of the algol, a high level programming language which has become a model of clarity and mathematical rigor.  he is one of the principal exponents of the science and art of programming languages in general, and has greatly contributed to our understanding of their structure, representation, and implementation. his fifteen years of publications extend from theoretical articles on graph theory to basic manuals, expository texts, and philosophical contemplations in the field of programming languages.",-1.7198244,-1.3009238,9,"systems, verification, languages, programming, software",1359,Edsger W Dijkstra
for the design of the postscript page description language and its implementation.,-2.4729047,-0.08860144,9,"systems, verification, languages, programming, software",1360,Edward A Taft
"for his contribution to acm and to the computing community, particularly in the field of publications and publications policy.",0.8313664,0.13769153,4,"service, science, computing, acm, computer",1362,Eric A Weiss
"for his pioneering work organizing the concepts and leading the development of the general-purpose, large-scale, time-sharing and resource-sharing computer systems, ctss and multics.",-5.5401707,-0.8386944,2,"networks, parallel, computing, systems, distributed",1363,Fernando J Corbato
"for co-authoring the paper ""a program data flow analysis procedure""",-2.4972804,-0.48034525,9,"systems, verification, languages, programming, software",1364,Frances Allen
for his dedicated and effective leadership as chair of the conference board and in many other conference management posts over the past decade. his superb guidance of sig and acm conferences has greatly advanced this important area of sig and acm service to members and to the profession.,1.504163,-0.28543544,4,"service, science, computing, acm, computer",1365,Frank Friedman
